"Indicator_NId";"Indicator_Name";"Indicator_GId";"Indicator_Info";"Indicator_Global"
129;"Nombre de femmes handicapées";"b46021e9-06c3-4861-9783-d3385578c965";;0
130;"Force maximale du vent enregistrée";"a82a66ca-ca32-47c4-aa6e-28d7bc7ef6ec";;0
131;"Variation des stocks";"2fc16da4-edf3-48ea-8653-4ea551f0852d";"";0
132;"Fréquentation hôtélière";"70c3fe48-bc44-423d-862a-17b88c99386c";;0
133;"Fréquentation touristique";"dc793b06-bc1b-4d2e-8624-e9764c73eae5";;0
134;"Hauteur de pluie annuelle";"fbb94751-41b7-42ee-982b-fcebbfcfaf4d";;0
135;"Importation annuelle de kérosène (JET PL)";"511502ec-260d-49dd-aa25-53657e16d595";;0
136;"Importation annuelle de l'Escence";"59828136-a6af-4036-b502-74be34d76aa8";;0
137;"Importation annuelle du gazoil";"2a9148f9-24e3-4eca-bcb9-70c59e6a2fd9";;0
138;"Importation annuelle du pétrole";"99d537c5-ed09-40ca-8f15-e93bca03b992";;0
139;"Importation de ciment en quantité";"11560fd8-5ad5-4d1e-983b-2a6ce0ed4036";;0
140;"Importation de ciment en valeur";"d8d158fc-3700-4a37-8979-4e4511b1e63c";;0
141;"Importation de produits laitiers en quantité";"49545a55-1a9e-41bd-9b99-14abaffd109e";;0
142;"Importation de produits laitiers en valeur";"bc55287b-f25d-4f91-a3ab-22c1c0530444";;0
143;"Importation de produits pétroliers  en valeur";"947552e8-617a-4548-b125-6985f4ce4980";;0
144;"Importation de produits pharmaceutiques en quantité";"8fc519d3-4ee0-41d8-b833-e5a78c1fd26c";;0
145;"Importation de produits pharmaceutiques en valeur";"c3c09e9a-d043-4913-bc7c-23efcb85d823";;0
146;"Importation de riz en quantité";"6337e94f-8589-4167-b71e-5151170ee920";;0
147;"Importation de riz en valeur";"5d407808-532f-4e65-b1e4-8bee75c1835a";;0
148;"Importation de viande et poissons en quantité";"11557b77-4feb-49c5-82e4-eac10e25b37e";;0
149;"Importation de viande et poissons en valeur";"341baf10-6252-49dd-a15f-edd0ac01e428";;0
150;"Importation de viandes et abats en quantité";"f34e6d4f-01db-4352-aabb-2037ab30f610";;0
151;"Importation de viandes et abats en valeur";"e84b8397-fb3b-4789-a338-f2387ffbe848";;0
152;"Importation de voitures en quantité";"16c17dc1-5437-462c-b0e8-c789bf1172cc";;0
153;"Importation de voitures en valeur";"9961ecd8-1f17-490c-ba8a-e2aca7a2718b";;0
154;"Importations totales";"b6b40cde-2e35-42d0-ba9b-2f5e0cf01901";;0
155;"Impotation de produits pétroliers en quantité";"d5c7f0bd-9c19-4e88-a10b-1f044dcb08ae";;0
156;"Impôts directs";"39fcca2a-2862-4a8e-9d0e-26b9cb7fd9ff";;0
157;"Impôts indirects";"4de2d35b-a99e-4026-a526-1d899328e423";;0
158;"Incidence de la pauvrété des ménages (P0)";"2886307a-b68d-4fbd-9ae8-266fcaa42cbd";"";0
159;"Incidence de la pauvreté des personnes";"b2d5b4ba-4d5f-4a71-a74b-85c432d697cd";;0
160;"Indice de développement humain";"f0ae2c0c-0bc6-4b93-80d6-834a30b2e513";;0
161;"Indice de migration nette";"6057295d-2208-4f6f-b290-41056c571e0c";"";0
163;"Indice de pauvreté humaine";"4c9e87d2-7738-4038-b0af-964b78b2bd8b";;0
164;"Indice d'éfficacité";"75ca1dcc-371a-4023-bcfd-6782d7aa6194";"";0
165;"Indice synthétique de fécondité (ISF)";"6FB16EC7-5169-445A-9B37-2279F27B56DD";" ";0
166;"Insuffisance pondérale modérée (enfants de moins de 5 ans)";"0cbc2de9-1743-4483-8ee5-8abd01ca1f8b";"";0
167;"Insuffisance pondérale modérée (enfants de moins de 3 ans)";"322b1b97-566c-49e5-83e6-727c65da03ab";"";0
168;"Insuffisance pondérale sévère (enfants de moins de 5 ans)";"e90437a1-f71c-4a09-81f6-7b52b590c999";"";0
1220;"Coût d’accès à l’Internet ";"5bbd62a5-46b5-47b8-8063-e3fd89681985";;0
169;"Insuffisance pondérale sévère (enfants de moins de 3 ans)";"e009b602-d6c7-44c0-9a01-eb902bd400c2";"";0
170;"Intensité de la pauvreté des ménages (P2)";"2111540a-cc42-447b-adda-7f7215a4ba7b";"";0
171;"Interêts de la dêtte";"9ee79ad6-ac52-485e-a000-f35a402aa560";;0
172;"Investissements Publics (PIP), Total";"562fc1e5-4091-4511-b444-05735b7652d3";;0
173;"Malnutrition protéino-énergétique/Emaciation P/A<-2ET";"aa4772a0-2525-4fcf-aa55-c356addce4fb";;0
174;"Malnutrition protéino-énergétique/Emaciation P/A<-3ET";"e32d152b-7f52-400f-b9e0-ae85cae1d12f";;0
175;"Malnutrition protéino-énergétique/Insuffisances pondérale P/A<-2ET";"2dd9e37b-ed55-4872-94da-cd45037dae65";;0
176;"Malnutrition protéino-énergétique/Insuffisances pondérale P/A<-3ET";"5e89e722-669a-4df6-9214-d91ec48f55f9";;0
177;"Malnutrition protéino-énergétique/Retard de croissance P/A<-2ET";"73538cf9-4038-46f3-9ff0-a1674d672af7";;0
178;"Malnutrition protéino-énergétique/Retard de croissance P/A<-3ET";"e750b0fb-ce95-497f-b07c-8dee7ddd6895";;0
179;"Masse monétaire en circulation";"9cd53302-a92f-4a32-8487-7c843d65bedc";;0
180;"Mères ayant reçu des complement de vitamine A";"0c7d6dd4-a1aa-41ec-b01a-e1a5d170a77a";"";0
181;"Migration de la population";"e93540d2-aa66-474e-b10c-c6fbd03108a3";;0
182;"Mois le moins chaud de l'année";"a8acb37d-3cb9-4e18-8ac3-57a50d07370a";;0
183;"Monnaie fiduciaire";"72b495f9-50ce-4884-afb2-7ebf400a8239";;0
184;"Monnaie scripturale";"0e721035-aab8-4569-9127-7735ec56b55f";;0
185;"Morbidite des maladies diarhéiques";"b1d7e5ad-2074-4585-9b78-350a089b1b1e";"";0
186;"Morbidité d'infection respiratoire(IRA)";"83712e98-af0d-472f-8c19-6ce0625dc981";"";0
187;"Nombre annuel de décès";"305351c3-e7f2-4961-8f65-f4825d1d1fe1";;0
188;"Nombre annuel de naissances";"109FDE89-0459-413D-B22B-1815891C4052";" ";0
189;"Nombre d'abonnés à Internet";"b25cba3f-8c83-449d-b702-dcf382e28c2b";;0
190;"Nombre d'abonnés à l'électricité";"8674a132-dbf3-4474-bcbd-c5576b0297f5";;0
191;"Nombre d'abonnés au réseau d'adduction d'eau";"c20d9f87-fe01-4ac4-893d-4a43b610a140";;0
192;"Nombre d'abonnés au téléphone fixe";"68ff06d0-e923-461a-ac88-e03cafae504c";;0
193;"Nombre d'abonnés au téléphone mobile cellulaire";"6fde0890-b190-454e-a55c-015747b7f840";;0
194;"Nombre d'adhérents dans les mutuels de crédit";"c5918283-fc52-48f5-a286-33241bf0c4c7";;0
195;"Nombre d'associations feminines";"4500af21-a853-4dc6-96fc-019aef011580";;0
196;"Nombre de bovins";"cd6d94d4-2696-46fa-acaf-24cb7719a84d";;0
197;"Nombre de caprins";"4426066c-a7b0-4f1b-83c4-c2c16874e42c";;0
199;"Nombre de femme par homme polygame";"fdbba16f-4cc7-4b92-9c5e-c07e0dc7f45e";"";0
200;"Nombre de femmes par homme marié";"e2eba2dc-aa4f-4b73-a265-cd899d925b2c";"";0
201;"Nombre de jours de pluie par an";"61e651b1-7896-4901-8114-947f6626c4b1";;0
202;"Nombre de jours ensoleillés";"2cc8d4e7-ba07-4545-b976-f91b248e6301";;0
204;"Nombre de lits fonctionnels dans les structures sanitaires";"ae69f0d7-041a-4b4f-9ea6-cfa4f10cf5bb";;0
205;"Nombre de mariages contractés par personne non célibataire";"31621205-89de-4cc6-92fe-21a9d57870b8";;0
206;"Nombre de médecins en exercice";"88cbf148-6840-42bd-97cb-494c30756b55";;0
207;"Nombre de navires à l'arrivée";"a140537a-0089-4f62-ad72-6b827ae3c3a5";;0
208;"Nombre de tête de ovins";"a045e92b-fe93-4760-b516-76bb5e395178";"";0
209;"Nombre de sage-femmes";"dd830d8d-f3ed-4a56-88d9-838acf372afd";;0
210;"Nombre de sites contrôlés de décharge des ordures";"10d5956a-cd0f-4d29-968b-b482a6d366e6";;0
1239;"Nombre de journaux quotidiens ";"08b9f03c-264a-4d1e-af51-0112144a4ba5";;0
1240;"Nombre de ménages abonnés à la parabole ";"f63b95bd-eecc-47ae-bbf5-2af3fe2226b5";;0
211;"Nombre de sortants internes";"02f38e62-7f62-4c91-99e0-67a4d84b511e";"";0
212;"Nombre de structures de santé primaire";"69f34bec-4d03-49ef-a706-7e8a83721947";;0
213;"Nombre de véhicules en circulation";"ec2adf87-3a9a-4c07-999a-18f9afd7a2a2";;0
214;"Nombre de vols à l'arrivée";"520bb125-2a8c-48d1-8afb-43381142ab78";;0
215;"Effectif des enseignants dans les lycées publics";"2091dc03-d433-48b6-8d95-d538a7f838a8";;0
216;"Effectif des enseignants dans les collèges";"dcb7fe02-75a1-4cd2-9cfd-d1bf50c9e817";;0
217;"Nombre d'entrants internes";"d7e8bdb1-7712-4a6e-b82b-fa2cc5a13924";;0
218;"Nombre d'entreprises dans le secteur BTP";"d0ad4157-d657-43ef-b4fb-84c241801425";;0
219;"Nombre d'entreprises dans le secteur Commerce";"494b5ca2-6e0d-4cd7-b59b-347cce7c12aa";;0
220;"Nombre d'entreprises dans le secteur des services";"a7b7a84d-7bb9-4da8-b293-7f9a552e0d71";;0
221;"Nombre d'espèces endémiques";"c5131e87-92a9-4faf-bde7-418ca30f0c0f";;0
222;"Nombre d'espèces enregistrées";"31db0daf-d3d2-4976-9ba1-4e12467704ee";;0
227;"Nombre d'hôtels par catégorie";"6966b9b5-9942-44cc-89be-4a8c06a0b011";;0
228;"Nombre d'infirmiers";"ee5e4094-71a3-4499-9300-451dc9a4d4ff";;0
229;"Nombre d'institutions de microfinance";"c90a4886-0a04-4d87-8816-02af628b689e";;0
230;"Nombre total d'entreprises";"c22ebe0c-a5a1-4166-b221-967abdac71ef";;0
231;"Nombre total d'entreprises agroalimentaires";"52cfd5ef-a847-4f69-b17a-99d36316e050";;0
232;"Nombre total d'entreprises privées";"64301ff3-8820-4ec1-b150-3583709606f5";;0
233;"Nombre total d'entreprises publiques";"f1f8ac17-85e4-419f-baf2-235686cdda68";;0
234;"Nombre total d'établissements d'hébergement touristiques";"1c88f04c-5f3c-4f97-84f8-6cab5279affd";;0
235;"Nouveaux cas séropositifs au VIH";"931c6ca7-fe67-46cf-925d-59f9a770436e";;0
236;"Occupation dans l'administration privée";"bd872f0f-7309-4f23-9ede-9407203b0133";;0
237;"Occupation dans l'administration publique";"59caeeee-e865-4e5b-9713-fdfc4d90cb6b";;0
238;"Occupation dans l'agriculture";"c9c284fa-17b5-480d-911a-65e63961b3cf";;0
239;"Orphélins dans les ménages";"d6eaef26-1b13-4269-80bc-623dd9023481";"";0
240;"Part de la population active par rapport à la population de 12 ans et plus";"2c9f7117-ff38-4f45-9f83-42f9c951a107";;0
243;"Part de recettes fiscales dans les recettes courantes";"09a964cc-1019-43cc-9423-91149bd21023";;0
244;"Part de recettes non fiscales dans les recettes courantes";"b0a0ea1d-18cf-471e-a3d1-185c99395414";;0
245;"Personnel de santé";"65d1924c-26cf-459c-ad6c-1b758a2d7d7c";;0
246;"Personnel en proportion du budget ordinaire";"0368e539-69c4-4a0d-a1f6-f2657346dc30";;0
247;"PIB aux prix constant du marché";"ef0ef331-3a8a-4292-9e3c-4a9de02306c3";"";0
248;"PIB aux prix courant  du marché";"83fcefff-c3fe-43db-82ad-bbd9b48557f7";"";0
249;"PIB au prix constant  par branche d'activité";"63bc6cd0-569c-42cd-b471-17c4c1b8cc5d";"";0
250;"PIB par tête";"ceb8a126-1a9e-461e-9a48-df81ad2e1f8f";;0
251;"PM=Indice des importations";"619f12d1-198c-4ab7-b38e-9a2c41b572d4";;0
695;"Rapport filles/garçons dans l'enseignement secondaire";"857BFAC4-0B1A-4AC6-8EE5-FB41712AFBF3";" ";1
784;"Taux brut de nuptialité";"4fdb0eef-05d3-4985-a0da-73b9f62174d4";;0
785;"Taux de reproduction";"a580acf3-98ff-43a8-9f85-9b2a6042f8b5";;0
1832;"Nombre de zones de circonscriptions d'inscription pédagogique régionale (C.I.P.R)";"c3a03c49-24c4-4ad1-a38e-25ef30051a08";;0
1833;"Effectif de la population Rurale";"3584d2ff-f28f-4486-b651-17bcbe3157ed";;0
1834;"Recettes fiscales";"1844377f-b802-4a96-ae12-cbf0a29f555f";;0
795;"Taux de vieillissement";"fb307147-4e4e-40d3-97c0-cd46e43ded51";"";0
1837;"Arriérés intérieures";"984a9a84-6681-4c35-b3d0-21ebc29170e6";;0
438;"Taux de pénétration téléphonique en zone rurale";"61c85572-7a71-44e3-9c05-92e859d3d842";;0
439;"Taux de polygamie";"07ce39af-7d3c-48ea-ab2e-dce43e136bad";"";0
440;"Taux de prévalence contraceptive";"1356f389-7770-4508-bd25-a824069758cc";;0
441;"Taux de prévalence du paludisme";"70D4B2B4-59A3-46E6-A71B-61352861E867";" ";1
442;"Taux de prévalence du VIH";"4b71cfdb-fd57-4e7c-baa4-8e3dafa6dc5c";"<?xml version=""1.0"" encoding=""UTF-8""?><Indicator_Info><Row1><Fld_Name>Definition</Fld_Name><FLD_VAL><RowData><temp1>
		Percentage of people tested in each group who were found to be infected with HIV. Most of these data are from routine sentinel surveillance. For each of the groups, the table gives the year of the most recent report, the median for all surveillance sites, the minimum and the maximum. Data from surveillance among pregnant women at antenatal care clincis are broken into urban populations and populations living oustide major urgan areas. Truly rural areas often have no sentinel surveillance sites at all. The wider the range, the greater the uncertainty surrounding the country's estimates, which in turn depends mainly on the quality, coverage and consistency of the country's surveillance system.
	</temp1></RowData><RowData><temp1>
		RATIONALE
	</temp1></RowData><RowData><temp1>
		HIV infection leads to AIDS. Without treatment, average survival from the time of infection is about nine years. Access to treatment is uneven, and no vaccine is currently available.
	</temp1></RowData><RowData><temp1>
		About half of all new HIV cases are among people 24 years old or younger. In generalized epidemics (with prevalence consistently at more than 1 percent among pregnant women), the infection rate for pregnant women is similar to the overall rate for the adult population. Therefore, this indicator is a measure of spread of the epidemic. In low level and concentrated epidemics, HIV prevalence is monitored in groups with high risk behaviour (because prevalence among pregnant women is low).
	</temp1></RowData><RowData><temp1>
		GENDER ISSUES
	</temp1></RowData><RowData><temp1>
		Throughout the world, the unequal social status of women places them at higher risk for contracting HIV. Women are at a disadvantage when it comes to access to information about HIV prevention, the ability to negotiate safe sexual encounters and access to treatment for HIV/AIDS once infected. As a result of these inequities and epidemic dynamics, the proportion of women among people living with HIV/AIDS is rising in many regions.
	</temp1></RowData><RowData><temp1>
		DISAGGREGATION ISSUES
	</temp1></RowData><RowData><temp1>
		Data from surveillance of pregnant women at antenatal care clinics are broken into urban populations and populations living outside major urban areas. In many countries, data from rural areas are rare. The indicator for pregnant women ages 15-24 should be reported as the median for the capital city, for other urban areas and for rural areas.
	</temp1></RowData></FLD_VAL></Row1><Row1><Fld_Name>Method of Computation</Fld_Name><FLD_VAL><RowData><temp1></temp1></RowData></FLD_VAL></Row1><Row1><Fld_Name>Overview</Fld_Name></Row1><Row1><Fld_Name>Comments and Limitations</Fld_Name><FLD_VAL><RowData><temp1>
			In most countries, serosurveillance sites have not been selected as representative samples of the country. Logistical, feasibility and cost issues guide the selection of these sites. Also, in many countries, the sites included in the surveillance system have changed over time, making interpretation of trends more difficult.
		</temp1></RowData></FLD_VAL></Row1><Row1><Fld_Name>Data Collection for Global Monitoring</Fld_Name></Row1><Row1><Fld_Name>Obtaining Data:</Fld_Name><FLD_VAL><RowData><temp1>
			HIV prevalence data in groups with high risk behaviour are collected in serosurveys that are part of the surveillance system or in ad hoc prevalence surveys.
		</temp1></RowData><RowData><temp1>
		Only the results of unlinked, anonymous screening of blood taken for other purposes should be used in calculating this indicator of HIV prevalence. Refusal and other forms of participation bias are considerably reduced in unlinked, anonymous HIV testing compared with other forms of testing, such as in programmes that offer counseling and voluntary HIV testing for pregnant women to reduce mother to child transmission.
	</temp1></RowData><RowData><temp1>
		These data are gathered by the World Health Organization and the Joint UN Programme on HIV/AIDS.
	</temp1></RowData></FLD_VAL></Row1><Row1><Fld_Name>Data Availability:</Fld_Name><FLD_VAL>
		The data are collated annually in many developing countries.
	</FLD_VAL></Row1><Row1><Fld_Name>Treatment of Missing Values:</Fld_Name><FLD_VAL><RowData><temp1></temp1></RowData></FLD_VAL></Row1><Row1><Fld_Name>Regional and Global Estimates:</Fld_Name><FLD_VAL><RowData><temp1></temp1></RowData></FLD_VAL></Row1></Indicator_Info>";1
443;"Taux de promotion au lycée";"9c8aed32-625b-4716-bf79-1310e0566d96";;0
444;"Taux de promotion dans le collège";"2987af0d-4e95-49c6-9a2c-9e9047f78b51";;0
445;"Taux de promotion dans le primaire";"247fed32-787c-405e-a46a-8228d9f24235";;0
446;"Taux de redoublement au lycée";"5d2617f9-9610-4d7c-8c88-9d930e4fb8e5";;0
447;"Taux de redoublement dans le collège";"71eb9c65-4c43-49d4-8625-ac115791b875";;0
448;"Taux de redoublement dans le primaire";"bcba36c1-2f8e-4f28-90ac-fca8141e1a1e";;0
449;"Taux de réussite au BAC";"94bd0b2d-0f72-42dc-a2f9-efc9b9fc5822";;0
450;"Taux de réussite au BEPC";"7f92947f-f39d-430d-b361-5962e64f441b";;0
451;"Taux de réussite au concours d'entrée en 6ème";"68764189-1e96-48d6-8a8f-d8be27bffc66";;0
452;"Taux de transition 3ème/seconde";"40647dfe-4a8d-4123-b03e-4e847d5e71da";;0
453;"Taux de survie en cinquième année d'études";"6f0b324a-c45a-4d33-84c7-a3d51c1281a3";;0
454;"Taux de transition CM2/6eme";"f1b1d376-9f3b-46ed-a3ea-bcf623f87dc4";;0
455;"Taux de vaccination";"8cbf6de1-0ad7-4697-99b3-628adb936ba1";;0
456;"Taux d'inflation annuel";"12d3dcfc-8ca0-4b25-b327-6a5cbabbef4c";;0
457;"Taux d'occupation annuel moyen";"3b7d4daf-1d76-41b6-b8f4-57584f99da2d";;0
458;"Taux d'utilisation des contraceptifs";"ac77c055-558a-4de8-baec-efcc876c057a";;0
459;"Taux d'utilisation des préservatifs";"7c8bc0d0-566e-4f2c-b3ef-937540895555";"";0
460;"Taux d'utilisation du TRO";"7d40bf12-f7a8-441c-a5b7-4aab0d6a34fd";;0
461;"Taux d'utilisation d'un préservatif lors du dernier rapport sexuel à risque";"49b8d0a1-d683-4337-b6d2-ad915f7cc307";"";0
462;"Taux global de fécondité générale (TGFG)";"e5608061-e13e-4847-976b-6bde3138974c";"";0
463;"Taux moyen de change de l'EURO par rapport au FC";"67b319b0-94da-4ca0-a3ef-1b41ae4226dd";;0
464;"Taux moyen de change du dirham( UAE) par rapport au FC";"ee4c54fe-6c8a-460b-9015-f341a754d704";;0
465;"Taux moyen de change du dollar canadien par rapport au FC";"64d184b4-6e30-4ae8-a69b-42bbe46bde79";;0
466;"Taux moyen de change du dollar E.U par rapport au FC";"a3308624-8be6-4f4d-ae92-63221a6b56ed";;0
1987;"Utilisation des condoms et limitation des rapports sexuels à un seul partenaire sexuel non infecté chez les hommes";"e0107f59-f3d7-4034-9eac-5651f3fc9783";"";0
1988;"Pourcentage des femmes âgées de 15-49 ans ayant effectué un test au cours des 12 derniers mois et ayant reçu le résultat du dernier";"083b78e5-91a2-452e-a753-afffb9e7d29d";"";0
1989;"Pourcentage des hommes âgés de 15-49 ans ayant effectué un test au cours des 12 derniers mois et ayant reçu le résultat du dernier";"7a751f02-ad95-41b3-921d-f04efd0b9a08";"";0
1990;"Pourcentage des femmes âgées de 15-49 ans ayant subi des actes de violences physiques à un moment quelconque depuis l'âge de 15 ans";"0b80222a-1341-4772-a63f-980a163bb8d8";"";0
1991;"Pourcentage des femmes âgées de 15-49 ans ayant subi des actes de violence sexuelles à un moment quelconque";"174ec2e6-5f17-4fdc-8cf5-9c0c0d5198dc";"";0
1008;"Pourcentage des foyers ayant accès à l'eau potable";"02eed12d-ed4d-458e-8721-0462f0bc8bda";;0
1009;"Prix à la consommation de l’eau ";"35cc012c-a7e3-4d4b-beec-7e259874a10a";;0
1846;"Ratio dépenses courantes primaires / PIB";"69d5bd78-b2e3-4259-b8e6-b9fcade11768";"";0
1011;"Proportion de la population ayant accès de  façon durable à une source d'eau meilleure";"ee1532ca-50df-40ee-bbaa-82c585f23600";;0
1012;"Proportion de la population rurale ayant accès de  façon durable à une source d'eau  meilleure";"e640e075-894b-4c69-9b57-14631f789579";;0
1013;"Taux de couverture en eau potable ";"12e75240-d611-4481-b995-4d4ef74e42f1";;0
1014;"Consommation moyenne annuelle de l'eau par secteur d’activité (ménage, entreprise)";"183557a9-f3c9-412a-8515-31f2e8a19c62";;0
1015;"Consommation annuelle du charbon de bois";"536b9dad-896a-4ca8-ab89-c5e2a2f64fb2";;0
1016;"Consommation annuelle du charbon de bois dans les ménages";"b2c726c4-d033-4360-9ce9-5f0df1b11287";;0
1017;"Consommation annuelle du charbon de bois par habitant";"ecfef2ff-6b96-46c9-bbfa-d8bc520ac146";;0
1018;"Production annuelle du charbon de bois ";"9795a3da-1d19-492a-aa20-0a10575d7a31";;0
1020;"Nombre de sites de décharge des ordures ";"4bda7471-5226-4950-a891-0bed64804d87";;0
1021;"Nombre de sites intermédiaires de décharge des déchets";"3a024fe1-ec01-4896-aa27-93c2b2174574";;0
1022;"Nombre de toilettes dans les endroits publics";"54e89985-bdac-4cf6-86f5-172b5341593f";;0
1023;"Proportion des ménages par type d’évacuation des excréments";"80e8bd9f-c579-464e-a54c-86b86ee7f9e2";;0
1024;"Proportion de la population ayant accès à des latrines ";"fd9e377b-9d37-4127-bcbf-0f173a113593";;0
1025;"Proportion des ménages ayant accès à la sécurité d'occupation des logements en tant que propriétaire ";"0171bae5-2eae-4655-b3bf-84a9485e532d";;0
1026;"Proportion des ménages ayant accès à la sécurité d'occupation des logements en tant que locataire";"2aa0339b-4af2-49de-99c6-387156dd3368";;0
1027;"Proportion des ménages qui n’ont pas de latrines ";"f09349fc-a4f3-44ba-8f15-28422f315b7d";;0
1028;"Volume d’ordures  traitées ";"6e7d685a-d002-440e-8e3e-302de7dea24d";;0
1029;"Volume d’ordures collectées ";"42a38acb-2426-425d-9433-c1fd1acd89c4";;0
1030;"Nombre de services de gestion des ordures";"44f23d98-8fad-4100-9410-432fe266ed53";;0
1031;"Nombre de rivières desséchées";"f2167cee-6bfb-4513-8968-fc61b831a96e";;0
1032;"Nombre de rivières menacées ";"64fa2eba-fa81-4966-838c-35ebd78194f6";;0
1033;"Proportion des récifs coralliens blanchis";"708a2fde-230b-456c-9822-d702bf8cc24a";;0
1034;"Proportion de terre protégée pour préserver la biodiversité par rapport à la superficie totale ";"f55b2d87-9a58-46f8-a76d-227cdf4a2aa4";;0
1035;"Proportion des zones forestières ";"dffcbc6a-a2f7-4d13-a993-b7385d1456f6";;0
1036;"Quantité annuelle de coraux prélevée ";"cdb0ca74-bc25-4e08-8088-d1558c4ceca2";;0
1037;"Quantité de sables de mer extraite";"f39805af-ee03-4994-b0e9-dc068608664c";;0
1038;"Erosion des côtes";"a2895deb-ae3b-4c98-ab32-04342d8e448f";;0
1039;"Proportion de superficie en forêt";"b17d76c9-e663-4d3a-971f-7debdb5ace88";;0
1040;"Superficie forestière en pourcentage de la superficie totale";"153696da-733e-4924-9c0d-ee667a446030";;0
1041;"Superficie forestière protégée en pourcentage de la superficie totale";"f56061e0-2191-4a3e-b63d-4eebe2a08eb2";;0
1042;"Taux de déforestation";"dae77721-2bba-431b-8fb0-d78ac186e1c4";;0
1043;"Nombre de réserves de biosphères terrestres";"b6c21c56-0a95-47bc-bd1c-e531b1f0407b";;0
1045;"Taux d’émission de gaz à effet de serre";"f0cdb4c5-e1da-48cc-96c4-818b980f7011";;0
1046;"Taux d'évacuation des eaux usées et de ruissellement";"163c263f-e88a-40c6-9cc9-c86b240d7680";;0
1133;"Taux de fréquentation hôtelière";"8d372d72-10ed-4734-bbe1-d70d97fea998";;0
1134;"Taux de fréquentation touristique";"295337da-68d4-4133-b13f-6445d70ec4ab";;0
1135;"Taux d'occupation annuel moyen dans les pensions-hotêls  ";"072e967b-11ab-435b-a649-5fc3ca756e0c";;0
1136;"Taux d'occupation annuel moyen Hôtelier  ";"dac5274c-a8a3-467a-8b34-54e968d3ac23";;0
1137;"Coût moyen de la nuitée ";"b06898e8-1341-43a6-8b91-030137b2b11b";;0
1138;"Nombre de vols internes";"a8caf7e9-8d91-4b5f-9695-0f77b9daee1b";;0
477;"Taux moyen de change du yuan (chine) par rapport au FC";"62aaaee7-7b21-4612-9911-d867ae5bcc17";;0
478;"Taux net d'admission à l'enseignement primaire";"2684470a-e242-4392-8006-d0cff393b3c4";;0
479;"Taux net de reproduction";"253773ce-4ba8-40d4-a771-9e67c2796c5f";;0
480;"Taux net de scolarisation au secondaire du 2nd cycle";"6197b606-91d0-4546-8dc8-9ac089054e1d";;0
481;"Taux net de scolarisation dans le collège";"01e95993-3900-45ae-a526-d0389e6e494f";;0
482;"Taux net de scolarisation dans l'enseignement primaire";"5b44eac2-ede1-4eff-a362-bf967bbe193a";"";0
483;"Température maximale du mois le moins chaud de l'année";"b7a08f10-0b0b-4aaf-b80d-5844e5a9ce93";;0
484;"Température maximale du mois le plus chaud de l'année";"6af84d8f-8304-4f7c-9059-248a81dbb45a";;0
485;"Température maximale moyenne de l'année";"72f644a7-6bcf-4704-9ace-f1e618929dcf";;0
486;"Température minimale moyenne de l'année";"9577aaa1-86bd-49d3-a171-8fd3a995c31c";;0
487;"Terme de l'échange";"6322ff8c-a10f-43a5-903e-5a36e22bd014";;0
488;"TGV/TC et assimilés";"eb8224bd-4ef6-4990-bc65-eecb881ce0ea";;0
489;"Trafic inter_île des frêts par voie aérienne";"b84d066d-4c7d-4c34-b75b-e96574dcad4c";;0
490;"Trafic inter_île des marchandises par voie maritime";"7af059b5-a6d6-4f8c-aa5c-25a74d90f38f";;0
491;"Trafic international de transports de passagers par voie aérienne";"07be5876-c318-4be6-b483-4d7e8df08d45";;0
492;"Trafic international des frêts par voie aérienne";"6d59857b-7ff7-498e-9d2d-464810b1f4e3";;0
493;"Trafic international des marchandises par voie maritime";"45a75c57-0ddb-4838-bf10-09795a849797";;0
494;"Valeur ajoutée des secteurs primaires";"6d63440f-3cd2-475f-b4bd-ea0066d507fd";;0
495;"Valeur ajoutée des secteurs secondaires";"67d98fc9-8aad-4b0f-954a-e4326935c86f";;0
496;"Valeur ajoutée des secteurs tertiaires";"f056c56d-2a3e-4ec7-b700-99501a90dc96";;0
